loc,long,lat,region,date,type,descr,deaths,death_stat,source
Kosovska Mitrovica,20.86528178,42.87634888,Kosovo,4/15/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Kosovska Mitrovica,20.86528178,42.87634888,Kosovo,5/2/1999,military units,,2,police,FHP
Kosovska Mitrovica,20.86528178,42.87634888,Kosovo,5/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kostolac,21.21212045,44.72805821,Serbia,5/13/1999,infrastructure,plant,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Kostolac,21.21212045,44.72805821,Serbia,5/21/1999,industry,plant,0,,http://nointervention.com/archive/Yugoslavia/www.serbia-info.com/news/1999-06/05/12335.html
Kotes,20.4677,44.8505,Belgrade,6/8/1999,civilian,house,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kotes,20.4677,44.8505,Belgrade,6/8/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kovacica,20.6216,45.1199,Vojvodina,5/8/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kovilovo,20.3608,44.9065,Belgrade,5/15/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kovin,20.95214619,44.69709325,Vojvodina,5/11/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Kozarica, Dimitrovgrad",22.78309291,43.02184298,Serbia,5/30/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Kozarica, Dimitrovgrad",22.78309291,43.02184298,Serbia,6/2/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kragujevac,20.8368,44.0176,Serbia,3/24/1999,military facility,baracks,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kragujevac,20.8368,44.0176,Serbia,4/15/1999,industry,factory,0,,Bela Knjiga
Kragujevac,20.8368,44.0176,Serbia,5/8/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kragujevac,20.8368,44.0176,Serbia,5/14/1999,military facility,baracks,0,,http://www.nin.co.rs/arhiva/2525/5.html
Kragujevac,20.8368,44.0176,Serbia,5/17/1999,civilian,monument,0,,http://www.prviprvinaskali.com/clanci/dren/ekologija/hronologija-nato-bombardovanja-srj.html
Kragujevac,20.8368,44.0176,Serbia,5/25/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kragujevac,20.8368,44.0176,Serbia,5/28/1999,military facility,airport,0,,https://www.ikragujevac.com/vesti/27627-godisnjica-nato-bombardovanja-kragujevac-bio-pogoden-11-puta.html
Kragujevac,20.8368,44.0176,Serbia,5/30/1999,communications,TV station,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Kragujevac, Crni Vrh",21.11008612,44.01005169,Serbia,4/8/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Kragujevac, Zastava",20.912,44.0081,Serbia,4/9/1999,industry,factory,0,,Bela Knjiga
"Kragujevac, Zastava",20.912,44.0081,Serbia,4/12/1999,industry,factory,0,,https://www.ikragujevac.com/vesti/27627-godisnjica-nato-bombardovanja-kragujevac-bio-pogoden-11-puta.html
"Kragujevac, Zastava",20.912,44.0081,Serbia,4/12/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kraljevo,20.68770683,43.72316237,Serbia,4/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kraljevo,20.68770683,43.72316237,Serbia,4/20/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Kraljevo,20.68770683,43.72316237,Serbia,4/20/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Krcmar,19.97739257,44.15943217,Serbia,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kremna,19.58007691,43.85012189,Serbia,6/4/1999,military units,military,0,,"Jovanovic, p. 662"
Krnjaca,20.4888,44.8508,Belgrade,4/23/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Krnjaca,20.4888,44.8508,Belgrade,4/29/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Krusevac,21.32042104,43.57923225,Serbia,4/23/1999,infrastructure,bridge,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
"Krusevac, 14. oktobar",21.3202,43.5915,Serbia,4/12/1999,industry,factory,0,,Bela Knjiga
"Krusevac, 14. oktobar",21.3205,43.5969,Serbia,4/12/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Krusevac, 14. oktobar",21.3202,43.5915,Serbia,4/15/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Krusevac, most na Rasini",21.3453,43.552,Serbia,4/13/1999,infrastructure,bridge,0,,http://www.yurope.com/zines/republika/arhiva/2000/238-239/238_17.html
"Krusevac, Trajal",21.3576,43.5764,Serbia,5/14/1999,civilian,,1,civilian,Bela Knjiga
Kula,19.52965603,45.61000439,Serbia,6/3/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kurilo,19.85426261,43.03554013,Montenegro,4/15/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Kurilo,19.85426261,43.03554013,Montenegro,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2618146,43.13603855,Serbia,3/24/1999,military facility,,11,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2618146,43.13603855,Serbia,4/20/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.29314031,43.13738374,Serbia,5/11/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2618146,43.13603855,Serbia,5/14/1999,military units,,0,,http://www.nin.co.rs/arhiva/2525/5.html
Kursumlija,21.29314031,43.13738374,Serbia,5/15/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2618146,43.13603855,Serbia,5/22/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2618146,43.13603855,Serbia,5/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2618146,43.13603855,Serbia,5/27/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2544656,43.12239605,Serbia,6/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2544656,43.12239605,Serbia,6/3/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kursumlija,21.2618146,43.13603855,Serbia,6/6/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kusnin,20.5304,42.2756,Kosovo,5/5/1999,military units,,2,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Kutlovac,21.24076919,43.24761165,Serbia,5/13/1999,communications,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ladjevac,20.58605163,43.81832508,Serbia,4/28/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58762133,43.81805686,Serbia,3/24/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ladjevci,20.58762133,43.81805686,Serbia,3/25/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58762133,43.81805686,Serbia,4/7/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58762133,43.81805686,Serbia,4/10/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58762133,43.81805686,Serbia,4/13/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ladjevci,20.58605163,43.81832508,Serbia,4/16/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58605163,43.81832508,Serbia,4/21/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58605163,43.81832508,Serbia,4/24/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58605163,43.81832508,Serbia,4/27/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58762133,43.81805686,Serbia,5/1/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ladjevci,20.58762133,43.81805686,Serbia,5/3/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ladjevci,20.58762133,43.81805686,Serbia,5/3/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ladjevci,20.58762133,43.81805686,Serbia,5/5/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58762133,43.81805686,Serbia,5/7/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladjevci,20.58762133,43.81805686,Serbia,5/15/1999,military facility,airport,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ladrovac,20.8136,42.5027,Kosovo,6/4/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Laplje Selo,21.134,42.5946,Kosovo,5/1/1999,military units,,1,military,FHP
Lebane,21.73642006,42.92185163,Serbia,5/7/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ledine,20.3402,44.8017,Belgrade,3/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Leposavic,20.79944205,43.09779356,Kosovo,3/30/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Leskovac,21.94282751,42.99466977,Serbia,3/28/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Leskovac,21.94282751,42.99466977,Serbia,3/29/1999,industry,factory,0,,http://www.arhiva.srbija.gov.rs/vesti/1999-06/05/13088.html
Leskovac,21.94282751,42.99466977,Serbia,4/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Leskovac,21.94282751,42.99466977,Serbia,4/24/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Leskovac,21.94282751,42.99466977,Serbia,5/10/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Leskovac,21.94282751,42.99466977,Serbia,5/18/1999,military units,,0,,http://www.nin.co.rs/arhiva/2525/5.html
Leskovac,21.94282751,42.99466977,Serbia,5/21/1999,military units,,0,,http://www.nin.co.rs/arhiva/2526/7.html
"Leskovac, Knic",20.7433,43.8444,Serbia,4/2/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
"Leskovac, Knic",20.7433,43.8444,Serbia,5/12/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
"Leskovac, Knic",20.7433,43.8444,Serbia,5/15/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Lestane,20.5589,44.73,Belgrade,5/31/1999,infrastructure,grid,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Likovac,20.7706,42.665,Kosovo,4/8/1999,military facility,,1,military,FHP
Likovac,20.7706,42.665,Kosovo,5/18/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lipe,20.99940957,44.64096276,Serbia,5/15/1999,civilian,house,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lipljan,21.12259291,42.51994397,Kosovo,5/5/1999,civilian,civilian,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lipljan,21.12259291,42.51994397,Kosovo,5/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lipovicka suma,20.39492169,44.64205781,Belgrade,3/26/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lipovicka suma,20.39492169,44.64205781,Belgrade,4/3/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lipovicka suma,20.39492169,44.64205781,Belgrade,5/1/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lipovicka suma,20.39492169,44.64205781,Belgrade,5/17/1999,military facility,baracks,0,,http://www.nin.co.rs/arhiva/2525/5.html
Lipovicka suma,20.39492169,44.64205781,Belgrade,5/21/1999,military facility,baracks,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Lipovicka suma,20.39492169,44.64205781,Belgrade,6/2/1999,military facility,baracks,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lisicji Cacak,20.44614512,44.9369912,Serbia,5/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Livade,20.99080603,42.44274912,Kosovo,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Livade,20.99080603,42.44274912,Kosovo,5/11/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ljubisda,20.76819732,42.23784725,Kosovo,5/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ljugbunar,20.4347,42.4247,Kosovo,3/31/1999,military units,,2,military,FHP
Ljutoglava,20.7814,42.2769,Kosovo,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Lola Utva, Pancevo",20.63343899,44.89864454,Serbia,3/24/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Lola Utva, Pancevo",20.63343899,44.89864454,Serbia,3/27/1999,industry,factory,0,,Bela Knjiga
"Lola Utva, Pancevo",20.63343899,44.89864454,Serbia,3/29/1999,industry,factory,0,,Bela Knjiga
"Lozane, Decani",20.2808,42.5244,Kosovo,4/15/1999,civilian,monument,0,,Bela Knjiga
Loznica,19.16936067,44.47267481,Serbia,3/26/1999,military facility,pilot shot down,1,military,FHP
Loznica,19.2068,44.5313,Serbia,4/4/1999,military units,,1,military,FHP
"Lucani, Milan Blagojevic",20.14701325,43.84946915,Serbia,4/5/1999,industry,factory,0,,Bela Knjiga
"Lucani, Milan Blagojevic",20.14701325,43.84946915,Serbia,4/6/1999,industry,factory,0,,Bela Knjiga
"Lucani, Milan Blagojevic",20.14701325,43.84946915,Serbia,4/6/1999,industry,factory,0,,Bela Knjiga
"Lucani, Milan Blagojevic",20.14701325,43.84946915,Serbia,4/7/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Lucani, Milan Blagojevic",20.14701325,43.84946915,Serbia,4/8/1999,industry,factory,0,,Bela Knjiga
"Lucani, Milan Blagojevic",20.14701325,43.84946915,Serbia,4/25/1999,industry,factory,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Lukare,20.47169869,43.0720434,Serbia,4/20/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lukare,20.47169869,43.0720434,Serbia,6/5/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lukicevo,20.48866137,45.33792947,Vojvodina,5/27/1999,infrastructure,railway,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lusane,21.72202205,43.47922187,Kosovo,5/1/1999,infrastructure,bridge,42,civilian/military,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Lustica,18.5915,42.3972,Montenegro,3/24/1999,military units,military,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Lustica,18.5915,42.3972,Montenegro,5/30/1999,military facility,navy,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Macvanski Pricinovic,19.63151157,44.8502254,Serbia,6/4/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Majevica,19.80343764,45.26495371,Vojvodina,3/29/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Makis,20.37266918,44.77163122,Belgrade,5/22/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Makis,20.37266918,44.77163122,Belgrade,5/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Makis,20.37266918,44.77163122,Belgrade,5/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Makis,20.37266918,44.77163122,Belgrade,5/31/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mala Krusa,20.65039595,42.30584642,Kosovo,4/6/1999,industry,refinery,0,,Bela Knjiga
Mala Vrbica,20.6501,44.4582,Serbia,3/24/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mali Mokri Lug,20.52323626,44.78008364,Belgrade,3/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Mali sturac, Rudnik",20.51870645,44.1319292,Serbia,6/7/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Malisevo,20.74208207,42.48461892,Kosovo,3/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mandjelos,19.5348,45.0935,Vojvodina,5/23/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mandjelos,19.5348,45.0935,Vojvodina,5/24/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Mavrijan, Ulcinj",19.1596,41.9675,Montenegro,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Medjani,19.80976562,43.35096152,Serbia,5/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Medjani,20.80748083,45.53549319,Vojvodina,5/31/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Medvece,20.7092,42.3092,Kosovo,4/30/1999,military units,,1,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Meje,20.38835524,42.38650092,Kosovo,4/14/1999,military units,,20,civilian,FHP
Merdare,21.25687256,42.94846475,Serbia,4/10/1999,military units,,1,military,FHP
Merdare,21.25687256,42.94846475,Serbia,4/11/1999,military units,,4,civilian/military,FHP
Mijalic,21.001259,42.75392471,Kosovo,5/29/1999,industry,factory,2,civilian,FHP
Mijatovac,21.33104815,43.95175701,Serbia,5/8/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Milesevo,19.70468479,43.37231997,Serbia,4/27/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Miljaj,20.5545,42.1968,Kosovo,6/8/1999,military units,,2,military,FHP
Miljakovacka suma,20.4433,44.7413,Belgrade,5/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Miljakovacka suma,20.4433,44.7413,Belgrade,5/31/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Mirovac, Podujevo",21.2591,42.9149,Kosovo,4/11/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mocare,21.5954278,42.59151267,Kosovo,4/19/1999,military units,,2,civilian,FHP
Mogila,21.383,42.3406,Kosovo,3/30/1999,military units,military,3,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mokra Gora,19.50288318,43.78963301,Serbia,4/19/1999,communications,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mokra Gora,19.50288318,43.78963301,Serbia,4/21/1999,communications,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
"Mokra Gora, Zubin Potok",20.5242512,42.85055683,Kosovo,5/21/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Morina,20.24342676,42.40887402,Kosovo,4/29/1999,military units,,5,military,FHP
"Mramor, Pristina",21.28478915,42.65838623,Kosovo,5/5/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mrcajevci,20.52794685,43.8675189,Serbia,5/11/1999,civilian,,0,,Bela Knjiga
Mrcajevci,20.52915864,43.86721406,Serbia,5/28/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Mrsac,20.58828412,43.77504364,Serbia,4/15/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Mrsac,20.58828412,43.77504364,Serbia,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Mrsac,20.58828412,43.77504364,Serbia,4/21/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Mrsac,20.58828412,43.77504364,Serbia,6/7/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
"Murino, Plav",19.8805,42.6638,Montenegro,4/30/1999,civilian,civilian,6,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Murino, Plav",19.8805,42.6638,Montenegro,5/11/1999,military units,refinery/airport,0,,HRW
Nadalj,19.92234815,45.50860175,Vojvodina,6/1/1999,military units,,2,military,FHP
Negotin,22.53082921,44.22706007,Serbia,5/6/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nekodim,21.1728,42.3492,Kosovo,5/24/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Nemic, Ljubovija",19.43208841,44.17637772,Serbia,6/2/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Neradovac,21.87363087,42.51402136,Serbia,5/31/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.85728068,43.33607749,Serbia,3/28/1999,military facility,airport,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,4/5/1999,industry,factory,0,,Bela Knjiga
Nis,21.874938,43.31806603,Serbia,4/7/1999,civilian,,1,civilian,"Bela Knjiga, http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html"
Nis,21.874938,43.31806603,Serbia,4/15/1999,industry,factory,0,,Bela Knjiga
Nis,21.874938,43.31806603,Serbia,4/19/1999,industry,factory,1,civilian,"Bela Knjiga, FHP"
Nis,21.874938,43.31806603,Serbia,4/20/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,4/23/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Nis,21.874938,43.31806603,Serbia,4/24/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Nis,21.874938,43.31806603,Serbia,4/25/1999,industry,factory,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Nis,21.874938,43.31806603,Serbia,5/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,5/3/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.86906866,43.33996731,Serbia,5/5/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.85836576,43.33581437,Serbia,5/6/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,5/7/1999,civilian,,15,civilian,"Bela Knjiga, FHP"
Nis,21.874938,43.31806603,Serbia,5/7/1999,civilian,,0,,"Bela Knjiga, http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html"
